"date","code","status","sex","back","center","front","side","front.bin","meanRank","meanPositionRanked","totalDist","secs","avgSpeed","distPerSec","status2","dob","ageDays"
2017-08-23,"VHMM006","Sub-Adult","M",0.16452686638136,0.450118877793628,0.108131241084165,0.277223014740846,0.452686638135996,0.0374518355262836,-0.666666666666667,1921.65985894813,10514,0.0844742677752926,0.18277152928934,"Juvenile",2016-12-28,238
2017-08-23,"VHMM007","Sub-Adult","M",0.050218755944455,0.617937987445311,0.0850294844968613,0.246813772113373,0.534905839832604,0.124051425798193,0.333333333333333,1923.51271802162,10513,0.0977853483226186,0.182965159138364,"Juvenile",2016-12-28,238
2017-08-23,"VLF206","DominantF","F",0.13876743701853,0.277326670830731,0.2140328961066,0.369872996044139,0.620029148448886,0.257694972028737,1,1166.97524106189,9591,0.0552470306205873,0.121673990309862,"DominantF",2013-08-21,1463
2017-08-24,"VCVM001","DominantM","M",0.185804791130469,0.496337358938824,0.110473173628984,0.207384676301722,0.501979805979014,0.0331200623160544,0,1944.82337867051,10088,0.0921662698654134,0.192785822627925,"DominantM",2011-12-21,2073
2017-08-24,"VHMF001","Yearling","F",0.0484678549969958,0.515021029441218,0.167133987582616,0.269377127979171,0.698177448427799,0.347212399978516,1,2116.481637755,9979,0.112307403722308,0.212093560252029,"Subordinate",2016-10-27,301
2017-08-24,"VHMM002","Yearling","M",0.147349969065787,0.387090121674572,0.108475974427717,0.357083934831924,0.495256753969891,0.121609019316894,-0.333333333333333,2049.17520071206,9692,0.114435091370142,0.211429550217917,"Subordinate",2016-10-27,301
2017-08-24,"VHMM003","Yearling","M",0.239459680720426,0.48123891390367,0.0983763132760267,0.180925092099877,0.371264838313549,-0.140745969493267,-0.666666666666667,849.564210170287,7304,0.0677914636996303,0.116314924722109,"Subordinate",2016-10-27,301
2017-08-24,"VHMM006","Sub-Adult","M",0.228632916581267,0.422320147571224,0.0704037712646034,0.278643164582906,0.434515269522443,-0.0270170935951152,-1,2327.46862829136,9746,0.130071015436302,0.238812705550109,"Juvenile",2016-12-28,239
2017-08-24,"VHMM007","Sub-Adult","M",0.0378614727218523,0.605684189605485,0.197257279141409,0.159197058531253,0.613534731193481,0.213975496035079,0.666666666666667,1993.21235771711,10044,0.104257846654412,0.19844806428884,"Juvenile",2016-12-28,239
2017-08-24,"VLF206","DominantF","F",0.204642894489177,0.205793161141901,0.150475792115445,0.439088152253477,0.508313290808324,0.0856009637649729,0.333333333333333,1270.68274773064,9531,0.0612259876685433,0.133321031133211,"DominantF",2013-08-21,1464
2017-08-25,"VCVM001","DominantM","M",0.167747082876234,0.621222698713474,0.0568465144110901,0.154183703999202,0.421162860277251,-0.0584445274133575,-0.666666666666667,1530.52737206573,10026,0.0708639811396299,0.152655832043261,"DominantM",2011-12-21,2074
2017-08-25,"VHMF001","Yearling","F",0.164341239784732,0.315527207494519,0.228722344030297,0.291409208690452,0.562786525812238,0.129802904682278,0.666666666666667,1696.00088586525,10033,0.0752666671079412,0.169042249164283,"Subordinate",2016-10-27,302
2017-08-25,"VHMM002","Yearling","M",0.226706231454006,0.174480712166172,0.227101879327399,0.371711177052423,0.495450049455984,0.0357554977342704,-1,1963.9251320035,10107,0.0865859646197849,0.194313360245721,"Subordinate",2016-10-27,302
2017-08-25,"VHMM003","Yearling","M",0.194430118617844,0.424651882413615,0.184218669417225,0.196699329551315,0.526766374419804,0.081469174480182,0.333333333333333,1160.04357368795,9672,0.057857520463824,0.119938334748548,"Subordinate",2016-10-27,302
2017-08-25,"VHMM006","Sub-Adult","M",0.0885141203472707,0.512324119349366,0.212054685161162,0.187107075142201,0.589462129527991,0.168435133790677,1,1740.96119995243,10020,0.079027688488748,0.173748622749743,"Juvenile",2016-12-28,240
2017-08-25,"VHMM007","Sub-Adult","M",0.0980940025945514,0.652130525895619,0.0846222931843129,0.165153178325516,0.461530785350763,0.0700939078005659,-0.333333333333333,1734.53953183735,10020,0.0687327033838931,0.173107737708318,"Juvenile",2016-12-28,240
2017-08-25,"VLF206","DominantF","F",0.136018621597004,0.320514118004251,0.128833114057282,0.414634146341463,0.484869952433964,0.117864693984899,0,1361.09029012228,9877,0.0704824812947525,0.137804018439028,"DominantF",2013-08-21,1465
2017-09-03,"VCVM001","DominantM","M",0.0411925138719082,0.408539452647418,0.250352675632465,0.299915357848208,0.735540299068936,0.43367125817289,0.6,2336.26259547914,10632,0.121976491339013,0.219738769326481,"DominantM",2011-12-21,2083
2017-09-03,"VHMF001","Yearling","F",0.200225712404778,0.516223079093388,0.0895325872284398,0.194018621273394,0.45405812094423,-0.0283502191790947,-0.2,2167.18577069712,10632,0.133887320803502,0.203836133436524,"Subordinate",2016-10-27,311
2017-09-03,"VHMM002","Yearling","M",0.249407751350327,0.470861366436085,0.0697432009855018,0.209987681228087,0.457879276035251,-0.0807578832222904,-0.6,2222.65771478064,10550,0.130587027840343,0.210678456377312,"Subordinate",2016-10-27,311
2017-09-03,"VHMM006","Sub-Adult","M",0.299416964453639,0.458905397780703,0.0436336279857062,0.198044009779951,0.292552191085198,-0.259866114320024,-1,2171.45656603876,10633,0.133213194593921,0.204218618079447,"Juvenile",2016-12-28,249
2017-09-03,"VHMM007","Sub-Adult","M",0.130804131672941,0.70112945264987,0.0621681629500917,0.105898252727097,0.560864948354088,0.0860417354247169,0.2,2478.68473749118,10358,0.142106296493656,0.239301480738673,"Juvenile",2016-12-28,249
2017-09-03,"VLF206","DominantF","F",0.0913661202185792,0.370054644808743,0.266666666666667,0.271912568306011,0.686338797814208,0.382547799125959,1,1417.57313528247,9135,0.0963754593466051,0.155180419844824,"DominantF",2013-08-21,1474
2017-09-04,"VCVM001","DominantM","M",0.105585896330363,0.442464309667529,0.0821117179266073,0.369838076075501,0.566446296828591,0.196420288573287,-0.2,1986.07650523435,10433,0.0847898241442697,0.190364852413912,"DominantM",2011-12-21,2084
2017-09-04,"VHMM002","Yearling","M",0.1041054328245,0.506589551531241,0.131696216933725,0.257608798710534,0.624442969564805,0.344786520094927,0.6,2211.28997186703,10543,0.117033265915039,0.2097401092542,"Subordinate",2016-10-27,312
2017-09-04,"VHMM003","Yearling","M",0.270047288459604,0.421269745447228,0.05201730556394,0.256665660529228,0.366032800080491,-0.163712230254347,-0.6,1519.75190413358,9892,0.0834524765030691,0.153634442391183,"Subordinate",2016-10-27,312
2017-09-04,"VHMM006","Sub-Adult","M",0.27412344248044,0.512798222737371,0.0223123732251521,0.190765961557037,0.305225538491259,-0.2589028228756,-1,1822.10861267281,10349,0.0947399599260629,0.176066152543513,"Juvenile",2016-12-28,250
2017-09-04,"VHMM007","Sub-Adult","M",0.1125,0.717293233082707,0.0556390977443609,0.114567669172932,0.528289473684211,0.127828311497841,0.2,2080.90374750154,10633,0.0975064754172646,0.195702412066354,"Juvenile",2016-12-28,250
2017-09-04,"VLF206","DominantF","F",0.093068159876424,0.34900559953659,0.258351033017957,0.299575207569029,0.673971809229581,0.38566407468344,1,1498.68546915155,10341,0.087014900826542,0.144926551508708,"DominantF",2013-08-21,1475
2017-09-05,"VCVM001","DominantM","M",0.18052048941542,0.365410759370752,0.161778986210915,0.292289765002913,0.516313847349,0.0537061445282453,-0.6,2114.63387629343,10297,0.110632326619128,0.205364074613327,"DominantM",2011-12-21,2085
2017-09-05,"VHMM002","Yearling","M",0.0828985507246377,0.488792270531401,0.165507246376812,0.26280193236715,0.66463768115942,0.356861090252682,0.6,2477.52196928087,10349,0.127413400816633,0.239397233479647,"Subordinate",2016-10-27,313
2017-09-05,"VHMM003","Yearling","M",0.094836049479678,0.589436481445121,0.10475161987041,0.210975849204791,0.575201256626743,0.190951532172526,0.2,1631.2333213564,10155,0.0956111854669387,0.160633512688961,"Subordinate",2016-10-27,313
2017-09-05,"VHMM006","Sub-Adult","M",0.386017647629206,0.38844177252012,0.0230776689615049,0.202462910889169,0.197517696111704,-0.466748322694589,-1,1858.72463446935,10312,0.114062206060829,0.180248703885701,"Juvenile",2016-12-28,251
2017-09-05,"VHMM007","Sub-Adult","M",0.0724777734827986,0.761016621569385,0.0469655972168535,0.119540007730963,0.49507151140317,0.0716063539917213,-0.2,2417.42223848131,10346,0.132438453599818,0.233657668517428,"Juvenile",2016-12-28,251
2017-09-05,"VLF206","DominantF","F",0.0656618988192378,0.388499568013824,0.185370068157819,0.36046846500912,0.704137467601037,0.430901484474023,1,1729.5947618535,10407,0.104335101955655,0.166195326400836,"DominantF",2013-08-21,1476
2017-09-06,"VCVM001","DominantM","M",0.293724279835391,0.460133744855967,0.0578703703703704,0.188271604938272,0.359439300411523,-0.12966877656177,-1,1635.06330477814,7710,0.115533421691977,0.212070467545803,"DominantM",2011-12-21,2086
2017-09-06,"VHMM003","Yearling","M",0.330034213098729,0.367302052785924,0.0557184750733138,0.246945259042033,0.300708699902248,-0.439959282861047,0,1129.03147087137,8108,0.0968367864292965,0.139249071395087,"Subordinate",2016-10-27,314
2017-09-06,"VLF206","DominantF","F",0.0308965517241379,0.180965517241379,0.417655172413793,0.37048275862069,0.756,0.585098510275692,1,1270.55973197584,7184,0.106937986193824,0.176859650887506,"DominantF",2013-08-21,1477
2017-09-07,"VCVM001","DominantM","M",0.226316299815767,0.442839135072239,0.0624454571899544,0.26839910792204,0.419276641132551,-0.115082917773475,-1,2774.9430096966,10307,0.210818742448461,0.269228971543281,"DominantM",2011-12-21,2087
2017-09-07,"VHMM002","Yearling","M",0.18560157790927,0.255818540433925,0.123570019723866,0.435009861932939,0.43698224852071,0.015049030287641,-0.5,3285.61272463529,10134,0.259829691586137,0.324216767775339,"Subordinate",2016-10-27,315
2017-09-07,"VHMM003","Yearling","M",0.176089954386337,0.38888299565079,0.0627983451787419,0.372228704784131,0.446165269969237,-0.00791966455342321,0,1604.49735094202,9365,0.115100172885622,0.171329135178005,"Subordinate",2016-10-27,315
2017-09-07,"VHMM007","Sub-Adult","M",0.110799031476998,0.681743341404358,0.0771912832929782,0.130266343825666,0.533462469733656,0.115919526391118,0.5,3305.81204424228,10316,0.228841226595712,0.320454831741206,"Juvenile",2016-12-28,253
2017-09-07,"VLF206","DominantF","F",0.110430700142886,0.263523167993468,0.242600530720555,0.38344560114309,0.615329659114105,0.395408537672453,1,1569.06543480052,9749,0.12376228774004,0.160946295497028,"DominantF",2013-08-21,1478
2017-09-08,"VCVM001","DominantM","M",0.225392156862745,0.296862745098039,0.158137254901961,0.319607843137255,0.449509803921569,-0.0534687852321824,-1,3001.61398204114,10185,0.228272514789256,0.29470927658725,"DominantM",2011-12-21,2088
2017-09-08,"VHMM002","Yearling","M",0.214554579673777,0.391661036579481,0.132805713734196,0.260978670012547,0.435382685069009,-0.0329880465545041,-0.5,3555.17648513311,10351,0.261788478639317,0.343462127826598,"Subordinate",2016-10-27,316
2017-09-08,"VHMM003","Yearling","M",0.120850680769664,0.415775852368628,0.247215033194554,0.216158433667154,0.650613255316755,0.224791555190161,1,1847.76754056454,8808,0.186890947412574,0.209782872452831,"Subordinate",2016-10-27,316
2017-09-08,"VHMM007","Sub-Adult","M",0.145815274968699,0.557545988635269,0.111913705094867,0.184725031301165,0.520755080419917,0.113935132480551,0.5,3709.01256386776,10375,0.270993699723068,0.35749518687882,"Juvenile",2016-12-28,254
2017-09-08,"VLF206","DominantF","F",0.188806124560315,0.383405752120836,0.163563004345127,0.264225118973722,0.51282847092903,0.0685268804949677,0,2004.09358880487,9635,0.156338196650779,0.208001410358575,"DominantF",2013-08-21,1479
2019-06-23,"VCVM001","DominantM","M",0.129035951454087,0.407716968170369,0.183879093198992,0.279367987176551,0.611518204717197,0.297218831319234,0.555555555555556,1243.55064772452,8686,0.0955950159953402,0.143167240124858,"DominantM",2011-12-21,2741
2019-06-23,"VHMF001","DominantF","F",0.0612899775377046,0.573002460156166,0.205690448176276,0.160017114129853,0.601454701037544,0.232523014234247,0.777777777777778,1557.99976398985,9320,0.11138467277588,0.167167356651272,"DominantF",2016-10-27,969
2019-06-23,"VHMF010","Adult","F",0.317251008377288,0.41948495190816,0.158858206639777,0.104405833074775,0.444306546695625,0.0795468412149687,-0.555555555555556,874.406124257577,6414,0.115544102051347,0.136327739984031,"Subordinate",2017-09-01,660
2019-06-23,"VHMF015","Yearling","F",0.171490593342981,0.508993177589415,0.11784163737854,0.201674591689063,0.545069257804424,0.132718706764195,-0.111111111111111,2818.00253144485,9668,0.160238583698731,0.291477299487469,"Subordinate",2018-05-15,404
2019-06-23,"VHMF022","Sub-Adult","F",0.36514894888911,0.391650891700707,0.0629670220185314,0.180233137391651,0.300388562319418,-0.213283387280549,-1,2612.50453553001,10026,0.13810689435129,0.260572963846999,"Juvenile",2018-09-26,270
2019-06-23,"VHMM007","Adult","M",0.205785863405905,0.4344368227458,0.137985883288597,0.221791430559698,0.524306591112437,0.0762641119065229,0.111111111111111,2705.46525570351,10052,0.136291207270646,0.269146961371221,"Subordinate",2016-12-28,907
2019-06-23,"VHMM014","Yearling","M",0.162250669842215,0.566736131785254,0.139724124243326,0.131289074129205,0.582216929641758,0.124590561531663,0.333333333333333,2747.62098556069,10073,0.131472968207122,0.272770871196336,"Subordinate",2018-05-15,404
2019-06-23,"VHMM016","Yearling","M",0.271104536489152,0.420118343195266,0.161439842209073,0.147337278106509,0.474161735700197,0.0224955598755675,-0.777777777777778,2968.29999199359,10136,0.181166489385005,0.292847276242462,"Subordinate",2018-05-15,404
2019-06-23,"VHMM017","Yearling","M",0.228511309836928,0.374013677012099,0.256075749605471,0.141399263545502,0.58400841662283,0.286559945158946,1,3109.70938954589,9493,0.205369887445392,0.327579204629294,"Subordinate",2018-05-15,404
2019-06-23,"VHMM021","Sub-Adult","M",0.146780592004883,0.609093683246872,0.0831044654663819,0.161021259281864,0.493439121147391,0.097680015100331,-0.333333333333333,2872.74536517235,9825,0.153719205149839,0.292391385768178,"Juvenile",2018-09-26,270
2019-06-24,"VCVM001","DominantM","M",0.099671052631579,0.481578947368421,0.0585526315789474,0.360197368421053,0.482236842105263,0.0567892463447771,-0.333333333333333,1307.17129029955,9103,0.0777681069008912,0.143597856783429,"DominantM",2011-12-21,2742
2019-06-24,"VHMF001","DominantF","F",0.0389671361502347,0.476525821596244,0.0943661971830986,0.390140845070423,0.759507042253521,0.511672201234101,1,1287.47212690782,8475,0.0822469267015703,0.151914115269359,"DominantF",2016-10-27,970
2019-06-24,"VHMF015","Yearling","F",0.172713791398913,0.447157686604053,0.0800790904597133,0.300049431537321,0.387543252595156,-0.0840800171986792,-0.777777777777778,1965.6221475482,10113,0.105073465783471,0.194365880307347,"Subordinate",2018-05-15,405
2019-06-24,"VHMF022","Sub-Adult","F",0.0798863636363636,0.507386363636364,0.0854545454545454,0.327272727272727,0.627727272727273,0.272496299420093,0.555555555555556,1421.27579495499,8776,0.0957494496235376,0.16195029568767,"Juvenile",2018-09-26,271
2019-06-24,"VHMM007","Adult","M",0.0849911364979318,0.474689777427615,0.123793578885168,0.316525507189285,0.561847547764428,0.176629371147839,0.111111111111111,2185.24274324715,10152,0.11191334294255,0.215252437278088,"Subordinate",2016-12-28,908
