"date","code","status","sex","back","center","front","side","front.bin","meanRank","meanPositionRanked","totalDist","secs","avgSpeed","distPerSec","status2","dob","ageDays","groupRef","weightDiff","zWeightID","zWeightGroup","session"
2019-07-13,"VHMM021","Sub-Adult","M",0.153940258945866,0.395147313691508,0.0909368946885513,0.359975532674075,0.540116219798145,0.146704200605979,0,2240.99574568797,9804,0.133633424986274,0.228579737422273,"Juvenile","2018-09-26",290,134,0,-1.05129367540891,-0.482207741323253,"hm19"
2019-07-13,"VHMM023","Sub-Adult","M",0.285281173594132,0.36919315403423,0.0381418092909535,0.307383863080685,0.42640586797066,-0.0882919818196233,-1,2214.60403252733,10219,0.123709067321046,0.21671435879512,"Juvenile","2018-09-26",290,134,18,0.851256530758749,1.45003751508726,"hm19"
2019-07-17,"VCVM001","DominantM","M",0.18163532133159,0.350598410942372,0.100874987428342,0.366891280297697,0.490495826209394,0.0893227121147992,-0.111111111111111,1647.58853417806,9931,0.0820889561037152,0.165903588176222,"DominantM","2011-12-21",2765,134,-3,-0.647283018554086,-1.52075579485009,"hm19"
2019-07-17,"VHMF001","DominantF","F",0.0378614727218523,0.457318890986783,0.245453642055053,0.259365994236311,0.781178574977641,0.500796100672227,1,1909.51378301536,10058,0.104110454812259,0.189850246869692,"DominantF","2016-10-27",993,134,20,0.275205551896515,-0.21117902466746,"hm19"
2019-07-17,"VHMF010","Adult","F",0.164403000202716,0.233326576120008,0.0901074396918711,0.512162983985404,0.505676059193189,0.0343937778682135,0.333333333333333,1378.19069733604,9842,0.0715428551473472,0.140031568516159,"Subordinate","2017-09-01",684,134,34,1.60156092068199,1.67173230410925,"hm19"
2019-07-17,"VHMF015","Yearling","F",0.0426535626535627,0.768452088452088,0.081965601965602,0.106928746928747,0.605307125307125,0.244841157212134,0.777777777777778,1913.27240529422,10173,0.0752522252356069,0.188073567806372,"Subordinate","2018-05-15",428,134,18,0.741367910045412,0.450591120698305,"hm19"
2019-07-17,"VHMF022","Sub-Adult","F",0.208195571586013,0.372708145476405,0.0611161206291955,0.357980162308386,0.356477306883078,-0.117190557612449,0.111111111111111,2084.54314235915,9971,0.102692601494328,0.20906058994676,"Juvenile","2018-09-26",294,134,18,0.535981861662773,0.159022415678871,"hm19"
2019-07-17,"VHMM007","Adult","M",0.167335473515249,0.534711075441412,0.109048956661316,0.188904494382022,0.465088282504013,-0.0203255127778662,-0.555555555555556,2171.19154357174,9966,0.10930042179385,0.217859877942177,"Subordinate","2016-12-28",931,134,39,1.67097607096943,1.77027495409652,"hm19"
2019-07-17,"VHMM014","Yearling","M",0.150041305245766,0.718504750103263,0.00733168112350269,0.124122263527468,0.503717472118959,0.0331226684600952,-0.333333333333333,2236.35669214973,9682,0.0879931849884578,0.230980860581464,"Subordinate","2018-05-15",428,134,13,0.0388809071219277,-0.546668563434633,"hm19"
2019-07-17,"VHMM016","Yearling","M",0.0490737091052424,0.541683090264091,0.142983839180134,0.266259361450532,0.685455262120615,0.299211699313541,0.555555555555556,1928.54538789704,10138,0.103784653756011,0.190229373436283,"Subordinate","2018-05-15",428,134,21,0.20080567478754,-0.316798057669424,"hm19"
2019-07-17,"VHMM023","Sub-Adult","M",0.203268038192736,0.463628309873019,0.0269711585786003,0.306132493355645,0.341962791613348,-0.153855937279206,-1,1972.29211995346,10153,0.0876453904938717,0.194257078691368,"Juvenile","2018-09-26",294,134,24,1.36633308217048,1.33779980577545,"hm19"
2019-07-18,"VCVM001","DominantM","M",0.0798374809547994,0.479837480954799,0.0591163026917217,0.38120873539868,0.50401218892839,0.0394657655834638,0.25,1767.53253502623,9829,0.116498465485414,0.179828317735907,"DominantM","2011-12-21",2766,134,-7,-1.00981349283165,0.333164179808112,"hm19"
2019-07-18,"VHMF001","DominantF","F",0.0533333333333333,0.292745098039216,0.316274509803922,0.337647058823529,0.746078431372549,0.534944495186823,1,2689.4494741206,10193,0.191885654181795,0.263852592379142,"DominantF","2016-10-27",994,134,4,-1.03562167061826,0.295698188016488,"hm19"
2019-07-18,"VHMF010","Adult","F",0.210699670625811,0.171474199021858,0.0727617526699271,0.545064377682403,0.369497953887614,-0.182591948516486,-1,1819.89141989671,9987,0.128976184191663,0.182226035836258,"Subordinate","2017-09-01",685,134,4,-0.808257127448394,0.625765586751154,"hm19"
2019-07-18,"VHMF015","Yearling","F",0.0623221120816567,0.700559426832859,0.0918637746589459,0.145254686426538,0.580528020414172,0.151357460434796,0.5,2847.82642035788,10185,0.181610429729697,0.279609859632586,"Subordinate","2018-05-15",429,134,-10,-1.98248347040937,-1.07887062935965,"hm19"
2019-07-18,"VHMF022","Sub-Adult","F",0.157955753067337,0.644092358226258,0.0454062409429041,0.152545647763501,0.514539658004058,-0.0286819221032754,-0.25,2348.62204771215,10346,0.148684609901196,0.22700773706864,"Juvenile","2018-09-26",295,134,3,-1.12797809237157,0.161623439774932,"hm19"
2019-07-18,"VHMM007","Adult","M",0.179727520435967,0.380490463215259,0.113242506811989,0.326539509536785,0.475858310626703,0.0320374082555596,0,2370.19891495278,9173,0.170863764557215,0.258388631304129,"Subordinate","2016-12-28",932,134,-27,-1.84838535486964,-0.884199043569121,"hm19"
2019-07-18,"VHMM021","Sub-Adult","M",0.197667694680031,0.328064764841943,0.0824016962220509,0.391865844255975,0.360832690824981,-0.215707854811494,-0.75,2615.33880719933,10374,0.149720759225279,0.252105148178073,"Juvenile","2018-09-26",295,134,2,-0.90657609692624,0.483034947886413,"hm19"
2019-07-18,"VHMM023","Sub-Adult","M",0.0766853389994205,0.574946880432683,0.121981842766081,0.226385937801816,0.640525400811281,0.190128287022968,0.75,2722.86855819411,10350,0.17653574553221,0.263079087748223,"Juvenile","2018-09-26",295,134,-18,-2.21866838942337,-1.42174265660035,"hm19"
2019-08-06,"VJXM095","DominantM","M",0.0636839983877469,0.354695687222894,0.1742241031842,0.407396211205159,0.608222490931076,0.323340069403969,0.8,1581.88236625276,9906,0.093398060003926,0.159689316197533,"DominantM","2016-04-25",1198,18,18,0.621164027337746,1.2324748124597,"l19"
2019-08-06,"VLF230","DominantF","F",0.123156558257642,0.615196796562164,0.0762769801738451,0.185369665006348,0.492528567242895,0.138766847794411,0,2072.94127911809,10236,0.113145670171559,0.202514779124472,"DominantF","2016-11-06",1003,18,-11,-1.74055429359032,-1.33465261178116,"l19"
2019-08-06,"VLF241","Yearling","F",0.0892542571931885,0.53532981013897,0.0950283812879233,0.280387551379918,0.665590135055784,0.351331097903711,0.4,2247.98102663808,10217,0.114002053812013,0.220023590744649,"Subordinate","2018-02-23",529,18,9,-0.676525664411818,-0.178080699738678,"l19"
2019-08-06,"VLF244","Sub-Adult","F",0.218229880556099,0.462208733111416,0.0293714509496769,0.290189935382808,0.310162522028588,-0.130247361537398,-1,2036.03234199183,10212,0.112800095825078,0.19937645338737,"Juvenile","2018-07-18",384,18,-6,-1.71926637570785,-1.31151318938824,"l19"
2019-08-06,"VLM234","Adult","M",0.0806420043061264,0.350753572127618,0.14846349579174,0.420140927774516,0.63691524760227,0.242080219209941,0.2,2129.71737067858,10217,0.11545841550847,0.20844840664369,"Subordinate","2017-04-23",835,18,9,-0.370542577788422,0.154515091242913,"l19"
2019-08-06,"VLM239","Yearling","M",0.210207865716795,0.439933639113887,0.0282033765980287,0.321655118571289,0.384697960378647,-0.0852122309046586,-0.8,2229.47985650371,10243,0.120439435382853,0.217658874988159,"Subordinate","2018-02-23",529,18,-6,-1.05404682487525,-0.588436547711301,"l19"
2019-08-06,"VLM248","Sub-Adult","M",0.013079551000488,0.502879453391898,0.186530014641288,0.297510980966325,0.80829673011225,0.579639174519076,1,2155.12614132073,10243,0.12188380890176,0.210399896643633,"Juvenile","2018-07-18",384,18,5,-0.637058989297032,-0.135181433076362,"l19"
2019-08-07,"VJXM095","DominantM","M",0.123918417799753,0.311495673671199,0.0670580964153276,0.497527812113721,0.469303667078698,0.0980977284389072,-0.2,1534.72740318959,9690,0.103083494285865,0.158382600948358,"DominantM","2016-04-25",1199,18,10,0.380431816293193,0.348847459624813,"l19"
2019-08-07,"VLF230","DominantF","F",0.061770761839396,0.515834885773115,0.0491224629865673,0.373271889400922,0.523580743210119,0.1357263456579,0,2025.41517817136,10198,0.0918517991382549,0.198609058459636,"DominantF","2016-11-06",1004,18,24,0.94181743224015,0.968145291442095,"l19"
2019-08-07,"VLF241","Yearling","F",0.0648420639591917,0.510300176574456,0.0697469099470277,0.355110849519325,0.417500490484599,0.0822826440239613,-0.4,1913.11537749333,10193,0.0783485524761034,0.18768913739756,"Subordinate","2018-02-23",530,18,2,-1.46813664893338,-1.69041826069387,"l19"
2019-08-07,"VLF244","Sub-Adult","F",0.0801020909001669,0.525277314224011,0.128693432806518,0.265927162069304,0.531854324138608,0.211088831547361,0.4,2048.92566584989,10185,0.105003701444165,0.20117090484535,"Juvenile","2018-07-18",385,18,9,0.30865608884983,0.269667389597898,"l19"
