"date","code","status","sex","back","center","front","side","front.bin","meanRank","meanPositionRanked","status2","dob","ageDays"
2017-08-09,"VHMM002","Yearling","M",0.144207802547771,0.369227707006369,0.160031847133758,0.326532643312102,0.481190286624204,0.0758745401302759,-1,"Subordinate",2016-10-27,286
2017-08-09,"VHMM006","Sub-Adult","M",0.13727959697733,0.524123231931796,0.112865723696958,0.225731447393916,0.546018213524511,0.160357676855946,0.5,"Juvenile",2016-12-28,224
2017-08-09,"VHMM007","Sub-Adult","M",0.0720993934650753,0.546272745059675,0.132165916650362,0.249461944824888,0.564860105654471,0.205913313830382,1,"Juvenile",2016-12-28,224
2017-08-09,"VLF206","DominantF","F",0.205161810666398,0.337433208992842,0.062405484423833,0.394999495916927,0.384514568000807,-0.104048635174037,-0.5,"DominantF",2013-08-21,1449
2017-08-10,"VCVM001","DominantM","M",0.229549988915983,0.555309244070051,0.00953225448902682,0.205608512524939,0.174019064508978,-0.300525950646037,-0.333333333333333,"DominantM",2011-12-21,2059
2017-08-10,"VHMM002","Yearling","M",0.0793703214442977,0.406759136944078,0.194627917217085,0.31924262439454,0.67107001321004,0.633253324833227,1,"Subordinate",2016-10-27,287
2017-08-10,"VHMM006","Sub-Adult","M",0.30294499783456,0.416522304027718,0.0325898657427458,0.247942832394976,0.314854915547856,-0.129161756587258,-1,"Juvenile",2016-12-28,225
2017-08-10,"VLF206","DominantF","F",0.139755317976414,0.607957676622947,0.0832139314449465,0.169073073955693,0.500055108563871,0.0227670097311322,0.333333333333333,"DominantF",2013-08-21,1450
2017-08-11,"VCVM001","DominantM","M",0.202584081270342,0.484268665548871,0.103757767038169,0.209389486142618,0.4997534273597,0.0544296816637198,-0.333333333333333,"DominantM",2011-12-21,2060
2017-08-11,"VHMM002","Yearling","M",0.147122585731179,0.523255813953488,0.0763697280252267,0.253251872290106,0.504927079227434,0.120363732344879,0.333333333333333,"Subordinate",2016-10-27,288
2017-08-11,"VHMM006","Sub-Adult","M",0.208772794480039,0.64228684080828,0.00965993100049285,0.139280433711188,0.209167077378019,-0.319899559997225,-1,"Juvenile",2016-12-28,226
2017-08-11,"VLF206","DominantF","F",0.137560398382802,0.349768267429248,0.13499654866384,0.37767478552411,0.48535647372054,0.240200587570745,1,"DominantF",2013-08-21,1451
2017-08-12,"VCVM001","DominantM","M",0.466504685872961,0.335647344671989,0.0853870183963901,0.11246095105866,0.238111766747657,-0.432632633117858,-1,"DominantM",2011-12-21,2061
2017-08-12,"VHMM002","Yearling","M",0.0768688293370945,0.667842031029619,0.0916784203102962,0.16361071932299,0.724612129760226,0.589804178669436,1,"Subordinate",2016-10-27,289
2017-08-12,"VHMM003","Yearling","M",0.267462902642056,0.411147303655447,0.113282663771263,0.208107129931234,0.514296055012667,0.227477942269532,0.333333333333333,"Subordinate",2016-10-27,289
2017-08-12,"VLF206","DominantF","F",0.199275362318841,0.578985507246377,0.108695652173913,0.11304347826087,0.507608695652174,0.303000429233444,-0.333333333333333,"DominantF",2013-08-21,1452
2017-08-14,"VCVM001","DominantM","M",0.17284071926894,0.383904883560971,0.121155546821264,0.322098850348826,0.491500442173529,0.15734160314324,-0.333333333333333,"DominantM",2011-12-21,2063
2017-08-14,"VHMM003","Yearling","M",0.200118354867344,0.440280106519381,0.0357037183154157,0.32389782029786,0.301706282670875,-0.268243214747925,-1,"Subordinate",2016-10-27,291
2017-08-14,"VHMM007","Sub-Adult","M",0.0543949546708711,0.66495861253449,0.0810997240835633,0.199546708711076,0.603961371698857,0.376782360180191,1,"Juvenile",2016-12-28,229
2017-08-14,"VLF206","DominantF","F",0.164199723702388,0.509275705545688,0.070653246496941,0.255871324254983,0.591868955989738,0.180867227141077,0.333333333333333,"DominantF",2013-08-21,1454
2017-08-21,"VCVM001","DominantM","M",0.225155612792445,0.500214638334406,0.112255848894613,0.162373899978536,0.535951921013093,0.354607731472436,0.333333333333333,"DominantM",2011-12-21,2070
2017-08-21,"VHMF001","Yearling","F",0.0131293402777778,0.591362847222222,0.132269965277778,0.263237847222222,0.712131076388889,0.565707537195154,1,"Subordinate",2016-10-27,298
2017-08-21,"VHMM002","Yearling","M",0.194187160651549,0.498669221760886,0.0638773554774832,0.243266262110082,0.37698285957628,0.121679714499432,-0.333333333333333,"Subordinate",2016-10-27,298
2017-08-21,"VLF206","DominantF","F",0.327484742807323,0.403116826503923,0.0673496076721883,0.202048823016565,0.39548823016565,-0.524356793300656,-1,"DominantF",2013-08-21,1461
2017-08-22,"VCVM001","DominantM","M",0.07784370914211,0.53625666297898,0.0714070200140803,0.31449260786483,0.45288142411747,0.0739003933390411,-0.2,"DominantM",2011-12-21,2071
2017-08-22,"VHMF001","Yearling","F",0.279556775439667,0.460302937887567,0.0837653756226492,0.176374911050117,0.326014028667277,-0.20292033339794,-1,"Subordinate",2016-10-27,299
2017-08-22,"VHMM002","Yearling","M",0.207219115404169,0.365734621250635,0.0906964921199797,0.336349771225216,0.410371123538383,-0.0360393475904189,-0.6,"Subordinate",2016-10-27,299
2017-08-22,"VHMM006","Sub-Adult","M",0.0933597002497918,0.552768526228143,0.122710241465445,0.231161532056619,0.552039966694421,0.213523419551494,0.2,"Juvenile",2016-12-28,237
2017-08-22,"VHMM007","Sub-Adult","M",0.0484422110552764,0.724020100502513,0.0873366834170854,0.140201005025126,0.542914572864322,0.186235934207504,0.6,"Juvenile",2016-12-28,237
2017-08-22,"VLF206","DominantF","F",0.128043747420553,0.331923235658275,0.186648782501032,0.35338423442014,0.515373503920759,0.144428915157014,1,"DominantF",2013-08-21,1462
2017-08-23,"VCVM001","DominantM","M",0.17493209938638,0.377326224725883,0.111055225832411,0.336686450055326,0.445729805854542,-0.045463660237573,-0.333333333333333,"DominantM",2011-12-21,2072
2017-08-23,"VHMF001","Yearling","F",0.0415076335877863,0.550763358778626,0.143511450381679,0.264217557251908,0.668797709923664,0.324213052121391,0.666666666666667,"Subordinate",2016-10-27,300
2017-08-23,"VHMM002","Yearling","M",0.158145065398335,0.385796130148092,0.179007674845963,0.27705112960761,0.570208626094476,0.20609729795907,0,"Subordinate",2016-10-27,300
2017-08-23,"VHMM003","Yearling","M",0.252995293110826,0.426294394522893,0.0499572100984168,0.270753102267865,0.213628583654258,-0.25170642374598,-1,"Subordinate",2016-10-27,300
2017-08-23,"VHMM006","Sub-Adult","M",0.16452686638136,0.450118877793628,0.108131241084165,0.277223014740846,0.452686638135996,0.0374518355262836,-0.666666666666667,"Juvenile",2016-12-28,238
2017-08-23,"VHMM007","Sub-Adult","M",0.050218755944455,0.617937987445311,0.0850294844968613,0.246813772113373,0.534905839832604,0.124051425798193,0.333333333333333,"Juvenile",2016-12-28,238
2017-08-23,"VLF206","DominantF","F",0.13876743701853,0.277326670830731,0.2140328961066,0.369872996044139,0.620029148448886,0.257694972028737,1,"DominantF",2013-08-21,1463
2017-08-24,"VCVM001","DominantM","M",0.185804791130469,0.496337358938824,0.110473173628984,0.207384676301722,0.501979805979014,0.0331200623160544,0,"DominantM",2011-12-21,2073
2017-08-24,"VHMF001","Yearling","F",0.0484678549969958,0.515021029441218,0.167133987582616,0.269377127979171,0.698177448427799,0.347212399978516,1,"Subordinate",2016-10-27,301
2017-08-24,"VHMM002","Yearling","M",0.147349969065787,0.387090121674572,0.108475974427717,0.357083934831924,0.495256753969891,0.121609019316894,-0.333333333333333,"Subordinate",2016-10-27,301
2017-08-24,"VHMM003","Yearling","M",0.239459680720426,0.48123891390367,0.0983763132760267,0.180925092099877,0.371264838313549,-0.140745969493267,-0.666666666666667,"Subordinate",2016-10-27,301
2017-08-24,"VHMM006","Sub-Adult","M",0.228632916581267,0.422320147571224,0.0704037712646034,0.278643164582906,0.434515269522443,-0.0270170935951152,-1,"Juvenile",2016-12-28,239
2017-08-24,"VHMM007","Sub-Adult","M",0.0378614727218523,0.605684189605485,0.197257279141409,0.159197058531253,0.613534731193481,0.213975496035079,0.666666666666667,"Juvenile",2016-12-28,239
2017-08-24,"VLF206","DominantF","F",0.204642894489177,0.205793161141901,0.150475792115445,0.439088152253477,0.508313290808324,0.0856009637649729,0.333333333333333,"DominantF",2013-08-21,1464
2017-08-25,"VCVM001","DominantM","M",0.167747082876234,0.621222698713474,0.0568465144110901,0.154183703999202,0.421162860277251,-0.0584445274133575,-0.666666666666667,"DominantM",2011-12-21,2074
2017-08-25,"VHMF001","Yearling","F",0.164341239784732,0.315527207494519,0.228722344030297,0.291409208690452,0.562786525812238,0.129802904682278,0.666666666666667,"Subordinate",2016-10-27,302
2017-08-25,"VHMM002","Yearling","M",0.226706231454006,0.174480712166172,0.227101879327399,0.371711177052423,0.495450049455984,0.0357554977342704,-1,"Subordinate",2016-10-27,302
2017-08-25,"VHMM003","Yearling","M",0.194430118617844,0.424651882413615,0.184218669417225,0.196699329551315,0.526766374419804,0.081469174480182,0.333333333333333,"Subordinate",2016-10-27,302
2017-08-25,"VHMM006","Sub-Adult","M",0.0885141203472707,0.512324119349366,0.212054685161162,0.187107075142201,0.589462129527991,0.168435133790677,1,"Juvenile",2016-12-28,240
2017-08-25,"VHMM007","Sub-Adult","M",0.0980940025945514,0.652130525895619,0.0846222931843129,0.165153178325516,0.461530785350763,0.0700939078005659,-0.333333333333333,"Juvenile",2016-12-28,240
2017-08-25,"VLF206","DominantF","F",0.136018621597004,0.320514118004251,0.128833114057282,0.414634146341463,0.484869952433964,0.117864693984899,0,"DominantF",2013-08-21,1465
2017-09-03,"VCVM001","DominantM","M",0.0411925138719082,0.408539452647418,0.250352675632465,0.299915357848208,0.735540299068936,0.43367125817289,0.6,"DominantM",2011-12-21,2083
2017-09-03,"VHMF001","Yearling","F",0.200225712404778,0.516223079093388,0.0895325872284398,0.194018621273394,0.45405812094423,-0.0283502191790947,-0.2,"Subordinate",2016-10-27,311
2017-09-03,"VHMM002","Yearling","M",0.249407751350327,0.470861366436085,0.0697432009855018,0.209987681228087,0.457879276035251,-0.0807578832222904,-0.6,"Subordinate",2016-10-27,311
2017-09-03,"VHMM006","Sub-Adult","M",0.299416964453639,0.458905397780703,0.0436336279857062,0.198044009779951,0.292552191085198,-0.259866114320024,-1,"Juvenile",2016-12-28,249
2017-09-03,"VHMM007","Sub-Adult","M",0.130804131672941,0.70112945264987,0.0621681629500917,0.105898252727097,0.560864948354088,0.0860417354247169,0.2,"Juvenile",2016-12-28,249
2017-09-03,"VLF206","DominantF","F",0.0913661202185792,0.370054644808743,0.266666666666667,0.271912568306011,0.686338797814208,0.382547799125959,1,"DominantF",2013-08-21,1474
2017-09-04,"VCVM001","DominantM","M",0.105585896330363,0.442464309667529,0.0821117179266073,0.369838076075501,0.566446296828591,0.196420288573287,-0.2,"DominantM",2011-12-21,2084
2017-09-04,"VHMM002","Yearling","M",0.1041054328245,0.506589551531241,0.131696216933725,0.257608798710534,0.624442969564805,0.344786520094927,0.6,"Subordinate",2016-10-27,312
2017-09-04,"VHMM003","Yearling","M",0.270047288459604,0.421269745447228,0.05201730556394,0.256665660529228,0.366032800080491,-0.163712230254347,-0.6,"Subordinate",2016-10-27,312
2017-09-04,"VHMM006","Sub-Adult","M",0.27412344248044,0.512798222737371,0.0223123732251521,0.190765961557037,0.305225538491259,-0.2589028228756,-1,"Juvenile",2016-12-28,250
2017-09-04,"VHMM007","Sub-Adult","M",0.1125,0.717293233082707,0.0556390977443609,0.114567669172932,0.528289473684211,0.127828311497841,0.2,"Juvenile",2016-12-28,250
2017-09-04,"VLF206","DominantF","F",0.093068159876424,0.34900559953659,0.258351033017957,0.299575207569029,0.673971809229581,0.38566407468344,1,"DominantF",2013-08-21,1475
2017-09-05,"VCVM001","DominantM","M",0.18052048941542,0.365410759370752,0.161778986210915,0.292289765002913,0.516313847349,0.0537061445282453,-0.6,"DominantM",2011-12-21,2085
2017-09-05,"VHMM002","Yearling","M",0.0828985507246377,0.488792270531401,0.165507246376812,0.26280193236715,0.66463768115942,0.356861090252682,0.6,"Subordinate",2016-10-27,313
2017-09-05,"VHMM003","Yearling","M",0.094836049479678,0.589436481445121,0.10475161987041,0.210975849204791,0.575201256626743,0.190951532172526,0.2,"Subordinate",2016-10-27,313
2017-09-05,"VHMM006","Sub-Adult","M",0.386017647629206,0.38844177252012,0.0230776689615049,0.202462910889169,0.197517696111704,-0.466748322694589,-1,"Juvenile",2016-12-28,251
2017-09-05,"VHMM007","Sub-Adult","M",0.0724777734827986,0.761016621569385,0.0469655972168535,0.119540007730963,0.49507151140317,0.0716063539917213,-0.2,"Juvenile",2016-12-28,251
2017-09-05,"VLF206","DominantF","F",0.0656618988192378,0.388499568013824,0.185370068157819,0.36046846500912,0.704137467601037,0.430901484474023,1,"DominantF",2013-08-21,1476
2017-09-06,"VCVM001","DominantM","M",0.293724279835391,0.460133744855967,0.0578703703703704,0.188271604938272,0.359439300411523,-0.12966877656177,-1,"DominantM",2011-12-21,2086
2017-09-06,"VHMM003","Yearling","M",0.330034213098729,0.367302052785924,0.0557184750733138,0.246945259042033,0.300708699902248,-0.439959282861047,0,"Subordinate",2016-10-27,314
2017-09-06,"VLF206","DominantF","F",0.0308965517241379,0.180965517241379,0.417655172413793,0.37048275862069,0.756,0.585098510275692,1,"DominantF",2013-08-21,1477
2017-09-07,"VCVM001","DominantM","M",0.226316299815767,0.442839135072239,0.0624454571899544,0.26839910792204,0.419276641132551,-0.115082917773475,-1,"DominantM",2011-12-21,2087
2017-09-07,"VHMM002","Yearling","M",0.18560157790927,0.255818540433925,0.123570019723866,0.435009861932939,0.43698224852071,0.015049030287641,-0.5,"Subordinate",2016-10-27,315
2017-09-07,"VHMM003","Yearling","M",0.176089954386337,0.38888299565079,0.0627983451787419,0.372228704784131,0.446165269969237,-0.00791966455342321,0,"Subordinate",2016-10-27,315
2017-09-07,"VHMM007","Sub-Adult","M",0.110799031476998,0.681743341404358,0.0771912832929782,0.130266343825666,0.533462469733656,0.115919526391118,0.5,"Juvenile",2016-12-28,253
2017-09-07,"VLF206","DominantF","F",0.110430700142886,0.263523167993468,0.242600530720555,0.38344560114309,0.615329659114105,0.395408537672453,1,"DominantF",2013-08-21,1478
2017-09-08,"VCVM001","DominantM","M",0.225392156862745,0.296862745098039,0.158137254901961,0.319607843137255,0.449509803921569,-0.0534687852321824,-1,"DominantM",2011-12-21,2088
2017-09-08,"VHMM002","Yearling","M",0.214554579673777,0.391661036579481,0.132805713734196,0.260978670012547,0.435382685069009,-0.0329880465545041,-0.5,"Subordinate",2016-10-27,316
2017-09-08,"VHMM003","Yearling","M",0.120850680769664,0.415775852368628,0.247215033194554,0.216158433667154,0.650613255316755,0.224791555190161,1,"Subordinate",2016-10-27,316
2017-09-08,"VHMM007","Sub-Adult","M",0.145815274968699,0.557545988635269,0.111913705094867,0.184725031301165,0.520755080419917,0.113935132480551,0.5,"Juvenile",2016-12-28,254
2017-09-08,"VLF206","DominantF","F",0.188806124560315,0.383405752120836,0.163563004345127,0.264225118973722,0.51282847092903,0.0685268804949677,0,"DominantF",2013-08-21,1479
2019-06-23,"VCVM001","DominantM","M",0.129035951454087,0.407716968170369,0.183879093198992,0.279367987176551,0.611518204717197,0.297218831319234,0.555555555555556,"DominantM",2011-12-21,2741
2019-06-23,"VHMF001","DominantF","F",0.0612899775377046,0.573002460156166,0.205690448176276,0.160017114129853,0.601454701037544,0.232523014234247,0.777777777777778,"DominantF",2016-10-27,969
2019-06-23,"VHMF010","Adult","F",0.317251008377288,0.41948495190816,0.158858206639777,0.104405833074775,0.444306546695625,0.0795468412149687,-0.555555555555556,"Subordinate",2017-09-01,660
2019-06-23,"VHMF015","Yearling","F",0.171490593342981,0.508993177589415,0.11784163737854,0.201674591689063,0.545069257804424,0.132718706764195,-0.111111111111111,"Subordinate",2018-05-15,404
2019-06-23,"VHMF022","Sub-Adult","F",0.36514894888911,0.391650891700707,0.0629670220185314,0.180233137391651,0.300388562319418,-0.213283387280549,-1,"Juvenile",2018-09-26,270
2019-06-23,"VHMM007","Adult","M",0.205785863405905,0.4344368227458,0.137985883288597,0.221791430559698,0.524306591112437,0.0762641119065229,0.111111111111111,"Subordinate",2016-12-28,907
2019-06-23,"VHMM014","Yearling","M",0.162250669842215,0.566736131785254,0.139724124243326,0.131289074129205,0.582216929641758,0.124590561531663,0.333333333333333,"Subordinate",2018-05-15,404
2019-06-23,"VHMM016","Yearling","M",0.271104536489152,0.420118343195266,0.161439842209073,0.147337278106509,0.474161735700197,0.0224955598755675,-0.777777777777778,"Subordinate",2018-05-15,404
2019-06-23,"VHMM017","Yearling","M",0.228511309836928,0.374013677012099,0.256075749605471,0.141399263545502,0.58400841662283,0.286559945158946,1,"Subordinate",2018-05-15,404
2019-06-23,"VHMM021","Sub-Adult","M",0.146780592004883,0.609093683246872,0.0831044654663819,0.161021259281864,0.493439121147391,0.097680015100331,-0.333333333333333,"Juvenile",2018-09-26,270
2019-06-24,"VCVM001","DominantM","M",0.099671052631579,0.481578947368421,0.0585526315789474,0.360197368421053,0.482236842105263,0.0567892463447771,-0.333333333333333,"DominantM",2011-12-21,2742
2019-06-24,"VHMF001","DominantF","F",0.0389671361502347,0.476525821596244,0.0943661971830986,0.390140845070423,0.759507042253521,0.511672201234101,1,"DominantF",2016-10-27,970
2019-06-24,"VHMF015","Yearling","F",0.172713791398913,0.447157686604053,0.0800790904597133,0.300049431537321,0.387543252595156,-0.0840800171986792,-0.777777777777778,"Subordinate",2018-05-15,405
2019-06-24,"VHMF022","Sub-Adult","F",0.0798863636363636,0.507386363636364,0.0854545454545454,0.327272727272727,0.627727272727273,0.272496299420093,0.555555555555556,"Juvenile",2018-09-26,271
2019-06-24,"VHMM007","Adult","M",0.0849911364979318,0.474689777427615,0.123793578885168,0.316525507189285,0.561847547764428,0.176629371147839,0.111111111111111,"Subordinate",2016-12-28,908
2019-06-24,"VHMM008","Adult","M",0.204981785960421,0.273407502215221,0.0344589937973811,0.487151718026976,0.375603032391454,-0.12708553695802,-1,"Subordinate",2017-09-01,661
2019-06-24,"VHMM014","Yearling","M",0.145008311332747,0.500440011733646,0.0851667155568593,0.269384961376748,0.50425344675858,0.0836608093857863,-0.111111111111111,"Subordinate",2018-05-15,405
2019-06-24,"VHMM016","Yearling","M",0.0576904176904177,0.777592137592138,0.0436363636363636,0.121081081081081,0.563144963144963,0.180715480769844,0.333333333333333,"Subordinate",2018-05-15,405
2019-06-24,"VHMM017","Yearling","M",0.0742879514534599,0.576685915630811,0.100420867182147,0.248605265733581,0.658901830282862,0.351382452681788,0.777777777777778,"Subordinate",2018-05-15,405
2019-06-24,"VHMM021","Sub-Adult","M",0.113131905739709,0.360809621589909,0.0518236041850005,0.474234868485382,0.462501222254816,0.064410032977053,-0.555555555555556,"Juvenile",2018-09-26,271
2019-06-25,"VCVM001","DominantM","M",0.177844998435381,0.479294878481277,0.0483988734744967,0.294461249608845,0.28110983623657,-0.166180176552461,-1,"DominantM",2011-12-21,2743
2019-06-25,"VHMF001","DominantF","F",0.0315054835493519,0.495413758723829,0.187637088733799,0.285443668993021,0.706779661016949,0.45830681508838,1,"DominantF",2016-10-27,971
2019-06-25,"VHMF015","Yearling","F",0.183756938358165,0.473658584088032,0.0561885285811666,0.286395948972636,0.410263901061447,-0.0634407929619959,-0.428571428571429,"Subordinate",2018-05-15,406
2019-06-25,"VHMM007","Adult","M",0.0541494280846921,0.488926746166951,0.141761985884643,0.315161839863714,0.606108542224385,0.283160174836141,0.428571428571429,"Subordinate",2016-12-28,909
2019-06-25,"VHMM014","Yearling","M",0.0811339198435973,0.48435972629521,0.184506353861193,0.25,0.672043010752688,0.355001886450673,0.714285714285714,"Subordinate",2018-05-15,406
2019-06-25,"VHMM016","Yearling","M",0.16708984375,0.4705078125,0.0638671875,0.29853515625,0.5064453125,0.0673558713331525,-0.142857142857143,"Subordinate",2018-05-15,406
2019-06-25,"VHMM017","Yearling","M",0.128712871287129,0.417508087442408,0.141946867954122,0.311832173316342,0.551122438976571,0.21036866232826,0.142857142857143,"Subordinate",2018-05-15,406
2019-06-25,"VHMM021","Sub-Adult","M",0.216494845360825,0.616838487972509,0.0289232531500573,0.137743413516609,0.437189767086674,-0.0135679281024681,-0.714285714285714,"Juvenile",2018-09-26,272
2019-06-26,"VCVM001","DominantM","M",0.329930951666166,0.424797358150706,0.0312218552987091,0.214049834884419,0.435604923446412,-0.0997697488326273,-0.75,"DominantM",2011-12-21,2744
2019-06-26,"VHMF001","DominantF","F",0.0185925629748101,0.545381847261096,0.216613354658137,0.219412235105958,0.787684926029588,0.556755187816776,1,"DominantF",2016-10-27,972
2019-06-26,"VHMF015","Yearling","F",0.101544175136826,0.513096168881939,0.12812744331509,0.257232212666145,0.642689601250977,0.257214962013928,0.25,"Subordinate",2018-05-15,407
2019-06-26,"VHMM007","Adult","M",0.350373460083422,0.269182267921234,0.0571345426326511,0.323309729362693,0.225822097196624,-0.348071028091091,-1,"Subordinate",2016-12-28,910
2019-06-26,"VHMM008","Adult","M",0.216309535899259,0.36813242611963,0.0803290342236214,0.33522900375749,0.421955925662638,-0.044655873575026,-0.5,"Subordinate",2017-09-01,663
2019-06-26,"VHMM014","Yearling","M",0.0565447074936412,0.554881627861475,0.11807865388378,0.270495010761103,0.642535707297985,0.340070916183433,0.5,"Subordinate",2018-05-15,407
2019-06-26,"VHMM016","Yearling","M",0.0799452697419859,0.506059421422987,0.159597341673182,0.254397967161845,0.72214620797498,0.429431414556535,0.75,"Subordinate",2018-05-15,407
2019-06-26,"VHMM017","Yearling","M",0.141611987072765,0.418078542748017,0.128488884536284,0.311820585642934,0.570169425129762,0.241164500679194,-0.25,"Subordinate",2018-05-15,407
2019-06-26,"VHMM021","Sub-Adult","M",0.172248335291814,0.433999216607912,0.133274578926753,0.260477869173521,0.602722287504896,0.216655497184629,0,"Juvenile",2018-09-26,273
2019-06-27,"VCVM001","DominantM","M",0.185699647045429,0.468974154616874,0.0403051349197313,0.305021063417967,0.394284413070705,-0.0571453201012951,-1,"DominantM",2011-12-21,2745
2019-06-27,"VHMF001","DominantF","F",0.0359148214853268,0.370696048310202,0.270791397393792,0.322597732810679,0.770314651975845,0.537786900210301,1,"DominantF",2016-10-27,973
2019-06-27,"VHMF015","Yearling","F",0.148823963716908,0.469887142706466,0.100411349013817,0.28087754456281,0.425904440459867,0.00076652536804582,-0.25,"Subordinate",2018-05-15,408
2019-06-27,"VHMM007","Adult","M",0.137070881699185,0.426895529760435,0.0823660163003211,0.353667572240059,0.489256606569523,0.0545792025726207,0.25,"Subordinate",2016-12-28,911
2019-06-27,"VHMM008","Adult","M",0.207289779388255,0.478098689118619,0.112117659597144,0.202493871895982,0.44133006501119,-0.0183952464434987,-0.75,"Subordinate",2017-09-01,664
2019-06-27,"VHMM014","Yearling","M",0.165278206314923,0.521443998765813,0.0385683431039803,0.274709451815283,0.473722102231821,-0.0106358690840841,-0.5,"Subordinate",2018-05-15,408
2019-06-27,"VHMM016","Yearling","M",0.104219948849105,0.512574595055413,0.0838661551577153,0.299339300937766,0.477621483375959,0.0267318547881899,0,"Subordinate",2018-05-15,408
2019-06-27,"VHMM017","Yearling","M",0.147637217493396,0.299677135309657,0.141179923686528,0.41150572351042,0.487232169063692,0.107254878021734,0.5,"Subordinate",2018-05-15,408
2019-06-27,"VHMM021","Sub-Adult","M",0.0702079472925674,0.559707638459955,0.10129709697344,0.268787317274037,0.578958204653078,0.192201800636515,0.75,"Juvenile",2018-09-26,274
2019-06-28,"VCVM001","DominantM","M",0.0148609779482263,0.681687440076702,0.0649568552253116,0.23849472674976,0.662032598274209,0.347852253634465,-0.5,"DominantM",2011-12-21,2746
2019-06-28,"VHMF001","DominantF","F",0.0768855259946302,0.402489626556017,0.352941176470588,0.167683670978765,0.657554308030266,0.405112858912681,1,"DominantF",2016-10-27,974
2019-06-28,"VHMM007","Adult","M",0.435508735868448,0,0.0472764645426516,0.5172147995889,0.319886947584789,-0.327446414085072,-1,"Subordinate",2016-12-28,912
2019-06-28,"VHMM014","Yearling","M",0.0291970802919708,0.610462287104623,0.148418491484185,0.211922141119221,0.669343065693431,0.341024057066214,0,"Subordinate",2018-05-15,409
2019-06-28,"VHMM016","Yearling","M",0.0622692591681024,0.32020674378538,0.279350233817376,0.338173763229141,0.678070391336451,0.368649558580251,0.5,"Subordinate",2018-05-15,409
